Account Number,Suite,House Number,Street Name,Garage,Neighbourhood ID,Neighbourhood,Ward,Assessed Value,Latitude,Longitude,Assessment Class 1
2025369,,8703,136 STREET NW,Y,3330,PARKVIEW,Ward 1,1513500,53.51944497,-113.5560068,RESIDENTIAL
2616894,,9720,RIVERSIDE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,2698000,53.53569013,-113.5604515,RESIDENTIAL
2665651,,12,ALEXANDER CIRCLE NW,Y,3200,GLENORA,Ward 1,1079500,53.54435377,-113.5522816,RESIDENTIAL
2020170,,14004,91A AVENUE NW,Y,3330,PARKVIEW,Ward 1,1177500,53.52602675,-113.5625798,RESIDENTIAL
1986066,,827,WANYANDI ROAD NW,Y,4360,OLESKIW,Ward 5,1095500,53.5002397,-113.6026486,RESIDENTIAL
2025153,,88,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1263500,53.51858996,-113.5568562,RESIDENTIAL
2603108,,13603,100 AVENUE NW,Y,3200,GLENORA,Ward 1,1092500,53.54005016,-113.5566852,RESIDENTIAL
2011260,,14008,86 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1020500,53.51859067,-113.5631544,RESIDENTIAL
2017671,,13307,81 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1939500,53.51492039,-113.5511623,RESIDENTIAL
2614519,,14123,98 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1061500,53.53548435,-113.5631488,RESIDENTIAL
2014272,,26,LAURIER PLACE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1760000,53.51293169,-113.5582553,RESIDENTIAL
2046878,,9819,147 STREET NW,Y,3140,CRESTWOOD,Ward 1,1639000,53.53677602,-113.5749743,RESIDENTIAL
2012474,,8311,140 STREET NW,N,3270,LAURIER HEIGHTS,Ward 1,1145500,53.51634942,-113.562133,RESIDENTIAL
2666402,,10230,132 STREET NW,Y,3200,GLENORA,Ward 1,1303000,53.54420568,-113.5499339,RESIDENTIAL
2024198,,14008,89 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1115000,53.52153279,-113.5635483,RESIDENTIAL
2642502,,10418,139 STREET NW,Y,3200,GLENORA,Ward 1,1043500,53.54691425,-113.5618453,RESIDENTIAL
1868496,,9703,185 STREET NW,Y,4240,LA PERLE,Ward 1,11959000,53.53310145,-113.6402285,RESIDENTIAL
2612000,,22,RIVERSIDE CRESCENT NW,Y,3140,CRESTWOOD,Ward 1,1667500,53.53034523,-113.5615461,RESIDENTIAL
2025401,,8716,136 STREET NW,Y,3330,PARKVIEW,Ward 1,1391500,53.52010386,-113.55679,RESIDENTIAL
2638195,,10523,140 STREET NW,Y,3200,GLENORA,Ward 1,1207500,53.54863777,-113.562584,RESIDENTIAL
2000800,,195,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,2940000,53.50825774,-113.5771794,RESIDENTIAL
2023018,,5,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1841500,53.52214334,-113.5573023,RESIDENTIAL
2667202,,13111,CHURCHILL CRESCENT NW,Y,3200,GLENORA,Ward 1,1054500,53.54429459,-113.5490865,RESIDENTIAL
2613792,,14104,98 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1019000,53.53671892,-113.5616447,RESIDENTIAL
2000594,,175,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,2421500,53.50782939,-113.5748517,RESIDENTIAL
2651958,,10329,132 STREET NW,Y,3200,GLENORA,Ward 1,1085000,53.54546513,-113.5491168,RESIDENTIAL
2021061,,9007,138 STREET NW,Y,3330,PARKVIEW,Ward 1,1197000,53.52356167,-113.5587317,RESIDENTIAL
2073708,,14220,RAVINE DRIVE NW,Y,3210,GROVENOR,Ward 1,1214000,53.54003985,-113.5667449,RESIDENTIAL
2061166,,14423,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1213000,53.53016333,-113.5708519,RESIDENTIAL
2008225,,14408,78 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1124000,53.51329897,-113.5702665,RESIDENTIAL
2010189,,7515,142A STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1795000,53.51242788,-113.5660665,RESIDENTIAL
2008506,,14408,79 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1004000,53.51414043,-113.5693714,RESIDENTIAL
2064004,,9914,144 STREET NW,Y,3140,CRESTWOOD,Ward 1,1392500,53.53814133,-113.5697909,RESIDENTIAL
2051621,,9940,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1155000,53.53910189,-113.5732903,RESIDENTIAL
2025419,,8720,136 STREET NW,Y,3330,PARKVIEW,Ward 1,1138000,53.52031015,-113.5566847,RESIDENTIAL
2612356,,36,RIVERSIDE CRESCENT NW,Y,3140,CRESTWOOD,Ward 1,2160000,53.531877,-113.5608386,RESIDENTIAL
2605558,,13810,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1748000,53.5408099,-113.5604501,RESIDENTIAL
2035905,,9235,148 STREET NW,Y,3330,PARKVIEW,Ward 1,1122000,53.52702035,-113.5758553,RESIDENTIAL
2001279,,52,QUESNELL ROAD NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1525500,53.50957749,-113.5736798,RESIDENTIAL
1987569,,219,WAKINA DRIVE NW,Y,4360,OLESKIW,Ward 5,1245500,53.50224236,-113.6043084,RESIDENTIAL
2007177,,140,LAURIER DRIVE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1038000,53.51242963,-113.5734199,RESIDENTIAL
2017663,,13303,81 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1520500,53.51491919,-113.5508408,RESIDENTIAL
2000214,,32,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1405500,53.51058569,-113.5754393,RESIDENTIAL
2645802,,10436,134 STREET NW,Y,3200,GLENORA,Ward 1,1776000,53.54735939,-113.553431,RESIDENTIAL
2604957,,13850,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1223000,53.53969537,-113.5622162,RESIDENTIAL
2033983,,14640,93 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1011500,53.52867099,-113.5750691,RESIDENTIAL
2044303,,14733,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1002000,53.54096489,-113.5760018,RESIDENTIAL
2024677,,52,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1289500,53.52096231,-113.5580812,RESIDENTIAL
2061117,,14427,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1489000,53.53029443,-113.5710768,RESIDENTIAL
2644151,,10411,139 STREET NW,Y,3200,GLENORA,Ward 1,1080500,53.5466412,-113.5608974,RESIDENTIAL
2057701,,9919,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1325000,53.53841533,-113.5722769,RESIDENTIAL
2635159,,10608,135 STREET NW,Y,3200,GLENORA,Ward 1,1135500,53.54967057,-113.5551145,RESIDENTIAL
2021020,,9012,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1394500,53.52398725,-113.5583894,RESIDENTIAL
2650802,,13021,104 AVENUE NW,Y,3200,GLENORA,Ward 1,1282000,53.54589052,-113.546951,RESIDENTIAL
2643351,,10406,138 STREET NW,Y,3200,GLENORA,Ward 1,1333000,53.54650371,-113.5601617,RESIDENTIAL
2033207,,9429,148 STREET NW,Y,3140,CRESTWOOD,Ward 1,1778500,53.5309962,-113.5757253,RESIDENTIAL
2653509,,14,ALEXANDER CIRCLE NW,Y,3200,GLENORA,Ward 1,1267500,53.54484799,-113.5522775,RESIDENTIAL
2018935,,13916,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,2512000,53.52810706,-113.5619808,RESIDENTIAL
2617165,,9550,RIVERSIDE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,3628000,53.5334423,-113.5613126,RESIDENTIAL
2019412,,9130,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1864500,53.52682443,-113.5601769,RESIDENTIAL
2603603,,13632,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1872500,53.54013103,-113.5585055,RESIDENTIAL
2013167,,8203,138 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1245000,53.51563732,-113.5590883,RESIDENTIAL
2047868,,9615,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1555500,53.53374896,-113.5740539,RESIDENTIAL
2024792,,8704,137 STREET NW,Y,3330,PARKVIEW,Ward 1,1130500,53.5195751,-113.5583861,RESIDENTIAL
2636686,,13640,106 AVENUE NW,Y,3200,GLENORA,Ward 1,1143000,53.54952228,-113.5575328,RESIDENTIAL
2613735,,13808,98 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1705500,53.53672095,-113.5609754,RESIDENTIAL
2008902,,7908,143 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1106500,53.5141995,-113.5676867,RESIDENTIAL
2061513,,14323,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,2300000,53.52982403,-113.5689572,RESIDENTIAL
2653608,,16,ALEXANDER CIRCLE NW,Y,3200,GLENORA,Ward 1,1486500,53.54514533,-113.5518917,RESIDENTIAL
2631315,,10512,132 STREET NW,Y,3200,GLENORA,Ward 1,1139500,53.5482319,-113.5500655,RESIDENTIAL
2606853,,13711,SUMMIT POINT NW,Y,3140,CRESTWOOD,Ward 1,3228500,53.53674959,-113.5577731,RESIDENTIAL
2662609,,13408,103 AVENUE NW,Y,3200,GLENORA,Ward 1,1330000,53.54489057,-113.553452,RESIDENTIAL
2012185,,8408,139 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1467500,53.51655353,-113.5614344,RESIDENTIAL
2642304,,10402,139 STREET NW,Y,3200,GLENORA,Ward 1,1050000,53.54636611,-113.5618447,RESIDENTIAL
2000586,,171,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1745000,53.50785946,-113.5744657,RESIDENTIAL
2637700,,13806,106 AVENUE NW,Y,3200,GLENORA,Ward 1,1630500,53.54952277,-113.5601635,RESIDENTIAL
2019792,,9111,139 STREET NW,Y,3330,PARKVIEW,Ward 1,1119000,53.52568007,-113.5605471,RESIDENTIAL
2614873,,9712,141 STREET NW,Y,3140,CRESTWOOD,Ward 1,1338000,53.53521175,-113.5623229,RESIDENTIAL
2051803,,9924,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1069500,53.53855374,-113.5732886,RESIDENTIAL
2034551,,14361,PARK DRIVE NW,Y,3330,PARKVIEW,Ward 1,1057500,53.52870831,-113.571677,RESIDENTIAL
2023570,,34,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1053000,53.52117239,-113.561446,RESIDENTIAL
2009645,,106,LAURIER DRIVE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1389000,53.51044441,-113.5630373,RESIDENTIAL
2013241,,13703,81 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1331500,53.51501421,-113.558256,RESIDENTIAL
2624229,,10612,130 STREET NW,Y,3440,WESTMOUNT,Ward 2,1076000,53.5498187,-113.5467012,RESIDENTIAL
2014611,,13503,86 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1870000,53.51768836,-113.5548391,RESIDENTIAL
2060903,,14515,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1069000,53.53072479,-113.5720615,RESIDENTIAL
2607257,,13727,SUMMIT POINT NW,Y,3140,CRESTWOOD,Ward 1,2230500,53.53632133,-113.5592118,RESIDENTIAL
2022754,,13827,90 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1600000,53.52289277,-113.5613243,RESIDENTIAL
2631737,,10517,133 STREET NW,Y,3200,GLENORA,Ward 1,1220000,53.54836945,-113.5508014,RESIDENTIAL
2007755,,14508,78 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1130500,53.51329889,-113.572752,RESIDENTIAL
2024164,,8824,141 STREET NW,Y,3330,PARKVIEW,Ward 1,1310500,53.52137666,-113.5644726,RESIDENTIAL
2639656,,14015,106 AVENUE NW,Y,3200,GLENORA,Ward 1,1106500,53.54857068,-113.564013,RESIDENTIAL
2025211,,78,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1160500,53.51915042,-113.5553328,RESIDENTIAL
2018844,,14032,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1550500,53.5284537,-113.5640095,RESIDENTIAL
2027779,,9035,146A STREET NW,Y,3330,PARKVIEW,Ward 1,1241000,53.52421526,-113.5729216,RESIDENTIAL
2650703,,10348,130 STREET NW,Y,3200,GLENORA,Ward 1,1122500,53.54581848,-113.5463173,RESIDENTIAL
2018885,,14016,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1564500,53.528894,-113.5627763,RESIDENTIAL
2050847,,9745,143 STREET NW,Y,3140,CRESTWOOD,Ward 1,1048500,53.53586213,-113.5669546,RESIDENTIAL
2634533,,10506,135 STREET NW,Y,3200,GLENORA,Ward 1,1305500,53.54809353,-113.555114,RESIDENTIAL
2603504,,13620,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,2024000,53.53997626,-113.5579623,RESIDENTIAL
2611564,,4,RIVERSIDE CRESCENT NW,Y,3140,CRESTWOOD,Ward 1,3823000,53.53155525,-113.5637719,RESIDENTIAL
2638583,,14012,106A AVENUE NW,Y,3200,GLENORA,Ward 1,1434000,53.55052615,-113.5635609,RESIDENTIAL
2019008,,13804,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,8842000,53.52788192,-113.5600109,RESIDENTIAL
2638328,,14017,106A AVENUE NW,Y,3200,GLENORA,Ward 1,1044000,53.54959559,-113.5640361,RESIDENTIAL
2006500,,14515,82 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1157500,53.515391,-113.5729253,RESIDENTIAL
2055705,,14503,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1000500,53.5391223,-113.57146,RESIDENTIAL
2632404,,10516,133 STREET NW,Y,3200,GLENORA,Ward 1,1131500,53.54836851,-113.5517487,RESIDENTIAL
2605251,,13878,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1058000,53.53950566,-113.5644026,RESIDENTIAL
1824614,,8403,184 STREET NW,N,4020,ALDERGROVE,Ward 1,6326000,53.51810081,-113.6399688,RESIDENTIAL
2605152,,13870,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1697500,53.53955643,-113.5635382,RESIDENTIAL
2035624,,9115,146A STREET NW,Y,3330,PARKVIEW,Ward 1,1427500,53.52546743,-113.5725355,RESIDENTIAL
2062966,,14331,99 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1003000,53.53722558,-113.5693959,RESIDENTIAL
2644003,,10423,139 STREET NW,Y,3200,GLENORA,Ward 1,1084000,53.54705006,-113.5608979,RESIDENTIAL
2019495,,9118,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,1667000,53.52618139,-113.5600294,RESIDENTIAL
2649804,,10442,CONNAUGHT DRIVE NW,Y,3200,GLENORA,Ward 1,1343500,53.54715943,-113.5468545,RESIDENTIAL
2054500,,10003,147 STREET NW,Y,3140,CRESTWOOD,Ward 1,1193000,53.5394191,-113.5740497,RESIDENTIAL
2025336,,8715,136 STREET NW,Y,3330,PARKVIEW,Ward 1,1007500,53.52009138,-113.555849,RESIDENTIAL
2023539,,42,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1047000,53.52100126,-113.5601139,RESIDENTIAL
2019552,,9104,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,2267500,53.52533117,-113.559748,RESIDENTIAL
2615235,,14116,95 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1091500,53.53220724,-113.5644938,RESIDENTIAL
2046860,,9815,147 STREET NW,Y,3140,CRESTWOOD,Ward 1,1823500,53.5366552,-113.575113,RESIDENTIAL
2620102,,10821,128 STREET NW,Y,3440,WESTMOUNT,Ward 2,1203500,53.55327086,-113.5423875,RESIDENTIAL
2613610,,13813,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1950500,53.53711045,-113.5612074,RESIDENTIAL
2648004,,10415,133 STREET NW,Y,3200,GLENORA,Ward 1,1075000,53.54677755,-113.5508005,RESIDENTIAL
2013308,,7907,137 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1245000,53.51475003,-113.5572865,RESIDENTIAL
2020642,,14008,91 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1014000,53.52513486,-113.5631859,RESIDENTIAL
2049559,,9511,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1770000,53.53206046,-113.5705295,RESIDENTIAL
2048734,,9711,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1473500,53.53508165,-113.5723103,RESIDENTIAL
2012201,,8306,139 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1011500,53.51614916,-113.5614341,RESIDENTIAL
2611952,,20,RIVERSIDE CRESCENT NW,Y,3140,CRESTWOOD,Ward 1,2678500,53.53046401,-113.5620817,RESIDENTIAL
2048338,,9731,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1357000,53.5358292,-113.5740509,RESIDENTIAL
2033322,,9340,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1384000,53.53064303,-113.5730685,RESIDENTIAL
2021988,,14015,90 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1066000,53.52286861,-113.5639326,RESIDENTIAL
2000545,,155,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1128500,53.50809897,-113.5729625,RESIDENTIAL
2048841,,9751,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1584500,53.53638577,-113.5713781,RESIDENTIAL
2014751,,8408,134 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,2076000,53.51712086,-113.5532649,RESIDENTIAL
2018950,,13908,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,3996000,53.52798303,-113.5612391,RESIDENTIAL
2025146,,90,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1303500,53.51835181,-113.55685,RESIDENTIAL
2014165,,21,LAURIER PLACE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1145500,53.51344895,-113.5590152,RESIDENTIAL
2060507,,9430,144 STREET NW,Y,3140,CRESTWOOD,Ward 1,1113500,53.53053018,-113.5697885,RESIDENTIAL
2639250,,14022,106 AVENUE NW,Y,3200,GLENORA,Ward 1,1095000,53.54913538,-113.5644735,RESIDENTIAL
2034577,,14353,PARK DRIVE NW,Y,3330,PARKVIEW,Ward 1,1400000,53.528342,-113.5716428,RESIDENTIAL
2061661,,14311,MACKENZIE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,2337000,53.52982283,-113.5680014,RESIDENTIAL
2644706,,10426,135 STREET NW,Y,3200,GLENORA,Ward 1,1522500,53.54705115,-113.5551138,RESIDENTIAL
2646156,,10421,135 STREET NW,Y,3200,GLENORA,Ward 1,1112500,53.54691733,-113.5541665,RESIDENTIAL
2022945,,8,VALLEYVIEW POINT NW,Y,3330,PARKVIEW,Ward 1,3043500,53.52181134,-113.555615,RESIDENTIAL
2046969,,9780,146 STREET NW,Y,3140,CRESTWOOD,Ward 1,1482500,53.53730522,-113.5734402,RESIDENTIAL
2064509,,9911,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1547500,53.53813956,-113.570549,RESIDENTIAL
2665602,,11,ALEXANDER CIRCLE NW,Y,3200,GLENORA,Ward 1,1258500,53.54421855,-113.5521659,RESIDENTIAL
2000420,,108,QUESNELL CRESCENT NW,Y,4420,QUESNELL HEIGHTS,Ward 5,1166500,53.50896196,-113.569297,RESIDENTIAL
2021053,,13708,90 AVENUE NW,Y,3330,PARKVIEW,Ward 1,1411500,53.52341705,-113.5585025,RESIDENTIAL
2640357,,14002,105 AVENUE NW,Y,3200,GLENORA,Ward 1,1163500,53.54809233,-113.5633237,RESIDENTIAL
2014355,,93,VALLEYVIEW CRESCENT NW,Y,3270,LAURIER HEIGHTS,Ward 1,1184500,53.51750676,-113.5555414,RESIDENTIAL
2632651,,10542,133 STREET NW,Y,3200,GLENORA,Ward 1,1531000,53.54905145,-113.5517491,RESIDENTIAL
2617074,,9624,RIVERSIDE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,4760000,53.53415985,-113.5609495,RESIDENTIAL
2642353,,10406,139 STREET NW,Y,3200,GLENORA,Ward 1,1161000,53.54650539,-113.5618448,RESIDENTIAL
2616415,,9615,141 STREET NW,Y,3140,CRESTWOOD,Ward 1,1211000,53.53364701,-113.5620005,RESIDENTIAL
2025724,,13615,86 AVENUE NW,Y,3330,PARKVIEW,Ward 1,2226500,53.51765265,-113.5579296,RESIDENTIAL
2022978,,14,VALLEYVIEW POINT NW,Y,3330,PARKVIEW,Ward 1,2981000,53.52243902,-113.5564636,RESIDENTIAL
2633741,,10534,134 STREET NW,Y,3200,GLENORA,Ward 1,1449500,53.54905325,-113.5534317,RESIDENTIAL
2032506,,9143,143 STREET NW,Y,3330,PARKVIEW,Ward 1,1247500,53.52745095,-113.5668769,RESIDENTIAL
2007839,,14624,78 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1108500,53.51328661,-113.5749785,RESIDENTIAL
2032977,,14378,PARK DRIVE NW,Y,3330,PARKVIEW,Ward 1,1993500,53.52965254,-113.571874,RESIDENTIAL
2638211,,10515,140 STREET NW,Y,3200,GLENORA,Ward 1,1346500,53.5483637,-113.5625835,RESIDENTIAL
2018117,,7907,BUENA VISTA ROAD NW,Y,3270,LAURIER HEIGHTS,Ward 1,1085500,53.51478703,-113.5551497,RESIDENTIAL
2664456,,13602,102 AVENUE NW,Y,3200,GLENORA,Ward 1,1274500,53.54337462,-113.5565871,RESIDENTIAL
2646602,,10424,133 STREET NW,Y,3200,GLENORA,Ward 1,1103000,53.54702061,-113.551748,RESIDENTIAL
2645851,,10444,134 STREET NW,Y,3200,GLENORA,Ward 1,1525000,53.54756607,-113.5534311,RESIDENTIAL
2616860,,9724,RIVERSIDE DRIVE NW,Y,3140,CRESTWOOD,Ward 1,3021000,53.53591426,-113.5603107,RESIDENTIAL
2009801,,14107,75 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1190000,53.51090936,-113.5661,RESIDENTIAL
2014017,,8,LAURIER PLACE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1738000,53.51208228,-113.560019,RESIDENTIAL
2616118,,9508,141 STREET NW,Y,3140,CRESTWOOD,Ward 1,1160500,53.53265163,-113.56318,RESIDENTIAL
2066504,,14417,101 AVENUE NW,Y,3210,GROVENOR,Ward 1,1470500,53.54095766,-113.5701994,RESIDENTIAL
2636926,,10538,137 STREET NW,Y,3200,GLENORA,Ward 1,1168500,53.54918881,-113.5584798,RESIDENTIAL
2020097,,9131,141 STREET NW,Y,3330,PARKVIEW,Ward 1,1189000,53.52686877,-113.5636967,RESIDENTIAL
2618056,,10834,129 STREET NW,Y,3440,WESTMOUNT,Ward 2,1054500,53.5537931,-113.5450191,RESIDENTIAL
2050284,,9523,143 STREET NW,Y,3140,CRESTWOOD,Ward 1,1156500,53.53262265,-113.566947,RESIDENTIAL
2652105,,10305,132 STREET NW,N,3200,GLENORA,Ward 1,1264500,53.54489072,-113.5493006,RESIDENTIAL
2019776,,13903,91A AVENUE NW,Y,3330,PARKVIEW,Ward 1,1135500,53.52555065,-113.560786,RESIDENTIAL
2657054,,10314,138 STREET NW,Y,3200,GLENORA,Ward 1,1454000,53.54505247,-113.5601608,RESIDENTIAL
2647758,,10445,133 STREET NW,Y,3200,GLENORA,Ward 1,1285000,53.54746335,-113.5508013,RESIDENTIAL
2650174,,10304,CONNAUGHT DRIVE NW,N,3200,GLENORA,Ward 1,1289000,53.54484661,-113.5441811,RESIDENTIAL
2632800,,10541,134 STREET NW,Y,3200,GLENORA,Ward 1,2043500,53.54901826,-113.5524847,RESIDENTIAL
2025294,,66,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1333500,53.52031748,-113.5550305,RESIDENTIAL
2034213,,9308,147 STREET NW,Y,3330,PARKVIEW,Ward 1,1109500,53.52902929,-113.5747508,RESIDENTIAL
2047694,,14606,95 AVENUE NW,Y,3140,CRESTWOOD,Ward 1,1130500,53.5316838,-113.5732489,RESIDENTIAL
2048593,,9738,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1335000,53.53610808,-113.572879,RESIDENTIAL
2012730,,8104,138 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1835000,53.51531243,-113.5599312,RESIDENTIAL
2055804,,14505,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1646000,53.53923468,-113.5714758,RESIDENTIAL
2643609,,10426,138 STREET NW,Y,3200,GLENORA,Ward 1,1528000,53.54718664,-113.5601621,RESIDENTIAL
1707686,,7103,171 STREET NW,N,4070,CALLINGWOOD NORTH,Ward 1,9037500,53.50530562,-113.6171176,RESIDENTIAL
2014546,,13415,83 AVENUE NW,Y,3270,LAURIER HEIGHTS,Ward 1,2849000,53.51596275,-113.5547604,RESIDENTIAL
2634012,,10511,135 STREET NW,Y,3200,GLENORA,Ward 1,1243500,53.54822928,-113.554167,RESIDENTIAL
2032902,,14350,PARK DRIVE NW,Y,3330,PARKVIEW,Ward 1,1156500,53.52899354,-113.5704053,RESIDENTIAL
1840008,,9604,182 STREET NW,N,4240,LA PERLE,Ward 1,8568000,53.53128832,-113.6386685,RESIDENTIAL
2668507,,10227,130 STREET NW,Y,3200,GLENORA,Ward 1,1021000,53.54397229,-113.5452482,RESIDENTIAL
2009538,,115,LAURIER DRIVE NW,Y,3270,LAURIER HEIGHTS,Ward 1,1431500,53.50940276,-113.5657053,RESIDENTIAL
2018927,,14004,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,4684500,53.5281533,-113.5623367,RESIDENTIAL
2022648,,8928,VALLEYVIEW DRIVE NW,Y,3330,PARKVIEW,Ward 1,2188500,53.52329239,-113.557596,RESIDENTIAL
2617850,,10818,129 STREET NW,Y,3440,WESTMOUNT,Ward 2,1010000,53.55327191,-113.5450188,RESIDENTIAL
2651057,,10327,GLENORA CRESCENT NW,Y,3200,GLENORA,Ward 1,1085000,53.5454265,-113.5472152,RESIDENTIAL
2636058,,10535,137 STREET NW,Y,3200,GLENORA,Ward 1,1616000,53.54905052,-113.5575327,RESIDENTIAL
2603850,,13652,RAVINE DRIVE NW,Y,3200,GLENORA,Ward 1,1015000,53.54088846,-113.559213,RESIDENTIAL
2053700,,14615,SUMMIT DRIVE NW,Y,3140,CRESTWOOD,Ward 1,1593500,53.54000197,-113.5737071,RESIDENTIAL
2658656,,10327,140 STREET NW,Y,3200,GLENORA,Ward 1,1204000,53.54546121,-113.5625799,RESIDENTIAL
2023026,,7,VALLEYVIEW CRESCENT NW,Y,3330,PARKVIEW,Ward 1,1586500,53.52207728,-113.5576635,RESIDENTIAL
2649374,,13016,104 AVENUE NW,Y,3200,GLENORA,Ward 1,1142000,53.5464928,-113.5470093,RESIDENTIAL
2062735,,9803,145 STREET NW,Y,3140,CRESTWOOD,Ward 1,1071500,53.53738479,-113.5705645,RESIDENTIAL
2657500,,10335,139 STREET NW,Y,3200,GLENORA,Ward 1,1487500,53.5458729,-113.5608968,RESIDENTIAL
2014579,,8312,135 STREET NW,Y,3270,LAURIER HEIGHTS,Ward 1,1379500,53.5166954,-113.5548398,RESIDENTIAL
